No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
22,Matt Barnes,SF,6-7,226,"March 9, 1980",us US,13,UCLA
21,Ian Clark,SG,6-3,175,"March 7, 1991",us US,3,Belmont
30,Stephen Curry,PG,6-2,185,"March 14, 1988",us US,7,Davidson
35,Kevin Durant,PF,6-11,240,"September 29, 1988",us US,9,Texas
23,Draymond Green,PF,6-6,230,"March 4, 1990",us US,4,Michigan State
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,12,Arizona
15,Damian Jones,C,6-11,245,"June 30, 1995",us US,R,Vanderbilt
34,Shaun Livingston,PG,6-7,192,"September 11, 1985",us US,11,
5,Kevon Looney,C,6-9,222,"February 6, 1996",us US,1,UCLA
20,James Michael McAdoo,PF,6-9,230,"January 4, 1993",us US,2,UNC
0,Patrick McCaw,SG,6-7,181,"October 25, 1995",us US,R,UNLV
1,JaVale McGee,C,7-0,270,"January 19, 1988",us US,8,Nevada
27,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge GE,13,
11,Klay Thompson,SG,6-6,215,"February 8, 1990",us US,5,Washington State
18,Anderson Varejão,C,6-11,273,"September 28, 1982",br BR,12,
2,Briante Weber,PG,6-2,165,"December 29, 1992",us US,1,VCU
3,David West,C,6-9,250,"August 29, 1980",us US,13,Xavier
