No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
25,Nick Anderson,SG,6-6,205,"January 20, 1968",us US,10,Illinois
20,Jon Barry,SG,6-4,195,"July 25, 1969",us US,7,"University of the Pacific, Georgia Tech"
23,Tyrone Corbin,SF,6-6,210,"December 31, 1962",us US,14,DePaul
0,Tony Delk,PG,6-1,189,"January 28, 1974",us US,3,Kentucky
21,Vlade Divac,C,7-1,243,"February 3, 1968",rs RS,10,
51,Lawrence Funderburke,PF,6-9,230,"December 15, 1970",us US,2,"Indiana, Ohio State"
15,Darrick Martin,PG,5-11,170,"March 6, 1971",us US,5,UCLA
31,Scot Pollard,C,6-11,265,"February 12, 1975",us US,2,Kansas
10,Ryan Robertson,SG,6-5,190,"October 2, 1976",us US,R,Kansas
16,Peja Stojaković,SF,6-10,229,"June 9, 1977",hr HR,1,
4,Chris Webber,PF,6-10,245,"March 1, 1973",us US,6,Michigan
7,Bill Wennington,C,7-0,245,"April 26, 1963",ca CA,12,St. John's
55,Jason Williams,PG,6-1,190,"November 18, 1975",us US,1,"Marshall, Florida"
34,Corliss Williamson,SF,6-7,245,"December 4, 1973",us US,4,Arkansas
