No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
22,Chris Anstey,C,7-0,249,"January 1, 1975",au AU,2,
11,B.J. Armstrong,PG,6-2,175,"September 9, 1967",us US,10,Iowa
25,Corey Benjamin,SG,6-6,200,"February 24, 1978",us US,1,Oregon State
42,Elton Brand,PF,6-9,275,"March 11, 1979",us US,R,Duke
1,Randy Brown,PG,6-2,190,"May 22, 1968",us US,8,"Houston, New Mexico State"
43,Chris Carr,SF,6-5,207,"March 12, 1974",us US,4,Southern Illinois
18,Kornél Dávid,SF,6-9,235,"October 22, 1971",hu HU,1,
3,Hersey Hawkins,SG,6-3,190,"September 29, 1966",us US,11,Bradley
20,Fred Hoiberg,SG,6-4,203,"October 15, 1972",us US,4,Iowa State
6,Lari Ketner,PF,6-9,277,"February 1, 1977",us US,R,UMass
7,Toni Kukoč,SF,6-10,192,"September 18, 1968",hr HR,6,
5,Rusty LaRue,PG,6-2,210,"December 10, 1973",us US,2,Wake Forest
12,Matt Maloney,PG,6-3,192,"December 6, 1971",us US,3,"Vanderbilt, Penn"
32,Will Perdue,C,7-0,240,"August 29, 1965",us US,11,Vanderbilt
6,Khalid Reeves,PG,6-3,199,"July 15, 1972",us US,5,Arizona
51,Michael Ruffin,PF,6-9,246,"January 21, 1977",us US,R,Tulsa
8,Dickey Simpkins,PF,6-9,248,"April 6, 1972",us US,5,Providence
9,John Starks,SG,6-5,180,"August 10, 1965",us US,10,Oklahoma State
9,Dedric Willoughby,PG,6-3,180,"May 27, 1974",us US,R,"New Orleans, Iowa State"
15,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,R,St. John's
