No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Kenny Anderson,PG,6-1,168,"October 9, 1970",us US,8,Georgia Tech
11,Dana Barros,PG,5-11,163,"April 13, 1967",us US,10,Boston College
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,2,Texas Tech
40,Calbert Cheaney,SG,6-7,209,"July 17, 1971",us US,6,Indiana
29,Pervis Ellison,C,6-9,210,"April 3, 1967",us US,9,Louisville
27,Danny Fortson,PF,6-7,260,"March 27, 1976",us US,2,Cincinnati
44,Adrian Griffin,SG,6-5,217,"July 4, 1974",us US,R,Seton Hall
0,Walter McCarty,PF,6-10,230,"February 1, 1974",us US,3,Kentucky
20,Doug Overton,PG,6-3,190,"August 3, 1969",us US,7,La Salle
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,1,Kansas
52,Vitaly Potapenko,C,6-10,280,"March 21, 1975",ua UA,3,Wright State University
5,Jamel Thomas,SF,6-6,215,"March 25, 1973",us US,R,Providence
5,Wayne Turner,PG,6-2,190,"March 22, 1976",us US,R,Kentucky
8,Antoine Walker,PF,6-9,224,"August 12, 1976",us US,3,Kentucky
55,Eric Williams,SF,6-8,220,"July 17, 1972",us US,4,"Vincennes University, Providence"
