No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
41,Etdrick Bohannon,PF,6-9,220,"May 29, 1973",us US,2,"Arizona, Tennessee, Auburn University at Montgomery"
9,Rick Brunson,PG,6-4,190,"June 14, 1972",us US,2,Temple
23,Marcus Camby,C,6-11,220,"March 22, 1974",us US,3,UMass
1,Chris Childs,PG,6-3,195,"November 20, 1967",us US,5,Boise State
14,Chris Dudley,C,6-11,235,"February 22, 1965",us US,12,Yale
33,Patrick Ewing,C,7-0,240,"August 5, 1962",jm JM,14,Georgetown
20,Allan Houston,SG,6-6,200,"April 20, 1971",us US,6,Tennessee
4,DeMarco Johnson,PF,6-9,245,"October 6, 1975",us US,R,UNC Charlotte
2,Larry Johnson,PF,6-7,250,"March 14, 1969",us US,8,"Odessa College, UNLV"
28,Andrew Lang,C,6-11,245,"June 28, 1966",us US,11,Arkansas
8,Latrell Sprewell,SF,6-5,190,"September 8, 1970",us US,7,Alabama
40,Kurt Thomas,PF,6-9,230,"October 4, 1972",us US,4,TCU
6,Mirsad Türkcan,PF,6-9,236,"June 7, 1976",rs RS,R,
44,John Wallace,SF,6-8,225,"February 9, 1974",us US,3,Syracuse
21,Charlie Ward,PG,6-2,190,"October 12, 1970",us US,5,Florida State
26,David Wingate,SG,6-5,185,"December 15, 1963",us US,13,Georgetown
