No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Ray Allen,SG,6-5,205,"July 20, 1975",us US,3,UConn
11,Rafer Alston,PG,6-2,171,"July 24, 1976",us US,R,Fresno State
10,Sam Cassell,PG,6-3,185,"November 18, 1969",us US,6,Florida State
15,Vinny Del Negro,PG,6-4,185,"August 9, 1966",us US,9,NC State
9,Dale Ellis,SG,6-7,205,"August 6, 1960",us US,16,Tennessee
21,Darvin Ham,SF,6-7,220,"July 23, 1973",us US,2,Texas Tech
40,Ervin Johnson,C,6-11,245,"December 21, 1967",us US,6,New Orleans
25,Danny Manning,PF,6-10,230,"May 17, 1966",us US,11,Kansas
7,J.R. Reid,PF,6-9,247,"March 31, 1968",us US,9,UNC
13,Glenn Robinson,SF,6-7,225,"January 10, 1973",us US,5,Purdue
5,Tim Thomas,SF,6-10,230,"February 26, 1977",us US,2,Villanova
54,Robert Traylor,PF,6-8,284,"February 1, 1977",us US,1,Michigan
6,Mirsad Türkcan,PF,6-9,236,"June 7, 1976",rs RS,R,
42,Scott Williams,C,6-10,230,"March 21, 1968",us US,9,UNC
3,Haywoode Workman,PG,6-2,180,"January 23, 1966",us US,7,"Winston-Salem State, Oral Roberts"
