No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
52,Chucky Brown,PF,6-7,214,"February 29, 1968",us US,10,NC State
33,Antonio Daniels,SG,6-4,195,"March 19, 1975",us US,2,Bowling Green
5,Derrick Dial,SG,6-4,184,"December 20, 1975",us US,R,Eastern Michigan
21,Tim Duncan,PF,6-11,250,"April 25, 1976",vi VI,2,Wake Forest
17,Mario Elie,SF,6-5,210,"November 26, 1963",us US,9,American International College
32,Sean Elliott,SF,6-8,205,"February 2, 1968",us US,10,Arizona
2,Jaren Jackson,SG,6-4,190,"October 27, 1967",us US,9,Georgetown
6,Avery Johnson,PG,5-10,175,"March 25, 1965",us US,11,"Cameron University, Southern University and A&M College"
4,Steve Kerr,PG,6-3,175,"September 27, 1965",lb LB,11,Arizona
25,Jerome Kersey,SF,6-7,215,"June 26, 1962",us US,15,Longwood University
30,Terry Porter,PG,6-3,195,"April 8, 1963",us US,14,University of Wisconsin-Stevens Point
50,David Robinson,C,7-1,235,"August 6, 1965",us US,10,United States Naval Academy
31,Malik Rose,PF,6-7,250,"November 23, 1974",us US,3,Drexel
16,Felton Spencer,C,7-0,265,"January 15, 1968",us US,9,Louisville
55,Samaki Walker,PF,6-9,240,"February 25, 1976",us US,3,Louisville
