No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Derek Anderson,SG,6-5,194,"July 18, 1974",us US,2,"Ohio State, Kentucky"
30,Anthony Avent,PF,6-9,235,"October 18, 1969",us US,5,Seton Hall
44,Mario Bennett,PF,6-6,235,"August 1, 1973",us US,3,Arizona State
41,Etdrick Bohannon,PF,6-9,220,"May 29, 1973",us US,2,"Arizona, Tennessee, Auburn University at Montgomery"
24,Pete Chilcutt,PF,6-10,230,"September 14, 1968",us US,8,UNC
33,Keith Closs,C,7-3,212,"April 3, 1976",us US,2,Central Connecticut State University
31,Marty Conlon,C,6-10,224,"January 19, 1968",us US,8,Providence
6,Troy Hudson,PG,6-1,170,"March 13, 1976",us US,2,"Missouri, Southern Illinois"
2,Charles Jones,PG,6-3,180,"July 17, 1975",us US,1,"Rutgers University, Long Island University"
5,Jeff McInnis,PG,6-4,190,"October 22, 1974",us US,2,UNC
3,Eric Murdock,PG,6-1,190,"June 14, 1968",us US,8,Providence
8,Tyrone Nesby,SG,6-6,225,"January 31, 1976",us US,1,"Vincennes University, UNLV"
7,Lamar Odom,SF,6-10,220,"November 6, 1979",us US,R,Rhode Island
34,Michael Olowokandi,C,7-0,269,"April 3, 1975",ng NG,1,University of the Pacific
52,Eric Piatkowski,SF,6-7,215,"September 30, 1970",us US,5,Nebraska
32,Brian Skinner,PF,6-9,255,"May 19, 1976",us US,1,Baylor
23,Maurice Taylor,PF,6-9,260,"October 30, 1976",us US,2,"Michigan, LSU"
