No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Bruce Bowen,SF,6-7,185,"June 14, 1971",us US,3,Cal State Fullerton
42,P.J. Brown,PF,6-11,225,"October 14, 1969",us US,6,Louisiana Tech
32,Rodney Buford,SG,6-5,189,"November 2, 1977",us US,R,Creighton
25,Anthony Carter,PG,6-1,190,"June 16, 1975",us US,R,Hawaii
4,Duane Causwell,C,7-0,240,"May 31, 1968",us US,9,Temple
10,Tim Hardaway,PG,6-0,175,"September 1, 1966",us US,9,Texas-El Paso
40,Tim James,SF,6-7,212,"December 26, 1976",us US,R,Miami (FL)
6,Harold Jamison,PF,6-8,260,"November 20, 1976",us US,R,Clemson
21,Voshon Lenard,SG,6-4,205,"May 14, 1973",us US,4,Minnesota
9,Dan Majerle,SG,6-6,215,"September 9, 1965",us US,11,Central Michigan University
24,Jamal Mashburn,SF,6-8,240,"November 29, 1972",us US,6,Kentucky
33,Alonzo Mourning,C,6-10,240,"February 8, 1970",us US,7,Georgetown
5,Mark Strickland,SF,6-9,210,"July 14, 1970",us US,4,Temple
52,Otis Thorpe,PF,6-10,248,"August 5, 1962",us US,15,Providence
23,Rex Walters,PG,6-4,190,"March 12, 1970",us US,6,"Northwestern, Kansas"
35,Clarence Weatherspoon,PF,6-6,240,"September 8, 1970",us US,7,Southern Miss
