No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Tariq Abdul-Wahad,SG,6-6,223,"November 3, 1974",fr FR,2,"Michigan, San Jose State"
13,John Amaechi,C,6-10,270,"November 26, 1970",us US,1,"Vanderbilt, Penn State"
10,Darrell Armstrong,PG,6-0,170,"June 22, 1968",us US,5,Fayetteville State University
31,Chucky Atkins,PG,5-11,160,"August 14, 1974",us US,R,South Florida
11,Earl Boykins,PG,5-5,135,"June 2, 1976",us US,1,Eastern Michigan
51,Michael Doleac,C,6-11,262,"June 15, 1977",us US,1,Utah
1,Kiwane Lemorris Garris,SG,6-2,183,"September 24, 1974",us US,1,Illinois
8,Pat Garrity,SF,6-9,238,"August 23, 1976",us US,1,Notre Dame
25,Chris Gatling,PF,6-10,220,"September 3, 1967",us US,8,Old Dominion
15,Matt Harpring,SF,6-7,231,"May 31, 1976",us US,1,Georgia Tech
24,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,2,College of Charleston
50,Corey Maggette,SF,6-6,218,"November 12, 1979",us US,R,Duke
5,Ron Mercer,SG,6-7,210,"May 18, 1976",us US,2,Kentucky
45,Bo Outlaw,PF,6-8,210,"April 13, 1971",us US,6,"South Plains College, Houston"
24,Anthony Parker,SG,6-6,215,"June 19, 1975",us US,2,Bradley
33,Derek Strong,PF,6-8,220,"February 9, 1968",us US,8,Xavier
23,Johnny Taylor,SF,6-9,220,"June 4, 1974",us US,2,"Indian Hills Community College, Chattanooga"
4,Ben Wallace,PF,6-9,240,"September 10, 1974",us US,3,Virginia Union University
3,Monty Williams,SF,6-8,225,"October 8, 1971",us US,5,Notre Dame
