No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
2,Drew Barry,PG,6-5,191,"February 17, 1973",us US,2,Georgia Tech
10,Mookie Blaylock,PG,6-0,180,"March 20, 1967",us US,10,"Midland College, Oklahoma"
21,Jason Caffey,PF,6-8,255,"June 12, 1973",us US,4,Alabama
43,Chris Carr,SG,6-5,207,"March 12, 1974",us US,4,Southern Illinois
35,Terry Cummings,PF,6-9,220,"March 15, 1961",us US,17,DePaul
5,Vonteego Cummings,PG,6-3,185,"February 29, 1976",us US,R,Pitt
15,Bill Curley,SF,6-9,220,"May 29, 1972",us US,3,Boston College
25,Erick Dampier,C,6-11,265,"July 14, 1975",us US,3,Mississippi State
"4, 7",Mark Davis,SF,6-7,210,"April 26, 1973",us US,4,"Howard College, Texas Tech"
8,Tony Farmer,PF,6-9,244,"January 3, 1970",us US,1,"San Jose State, Nebraska"
31,Adonal Foyle,C,6-10,250,"March 9, 1975",vc VC,2,Colgate
20,Larry Hughes,SG,6-5,184,"January 23, 1979",us US,1,Saint Louis
6,Sam Jacobson,PG,6-4,215,"July 22, 1975",us US,1,Minnesota
33,Antawn Jamison,SF,6-9,223,"June 12, 1976",us US,1,UNC
11,Damon Jones,PG,6-3,185,"August 25, 1976",us US,1,Houston
23,Tim Legler,SG,6-4,200,"December 26, 1966",us US,9,La Salle
7,Sam Mack,SF,6-7,220,"May 26, 1970",us US,5,"Iowa State, Tyler Junior College, Houston"
3,Donyell Marshall,PF,6-9,218,"May 18, 1973",us US,5,UConn
34,Chris Mills,SF,6-6,215,"January 25, 1970",us US,6,"Kentucky, Arizona"
30,Billy Owens,SF,6-8,220,"May 1, 1969",us US,8,Syracuse
9,John Starks,SG,6-5,180,"August 10, 1965",us US,10,Oklahoma State
30,Jamel Thomas,SF,6-6,215,"March 25, 1973",us US,R,Providence
55,Tim Young,C,7-0,220,"February 6, 1976",us US,R,Stanford
