No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
20,Marcus Brown,SG,6-3,185,"April 3, 1974",us US,1,Murray State
30,Jud Buechler,SF,6-6,220,"June 19, 1968",us US,9,Arizona
22,John Crotty,PG,6-1,185,"July 15, 1969",us US,7,Virginia
12,Michael Curry,SG,6-5,210,"August 22, 1968",us US,5,Georgia Southern University
33,Grant Hill,SF,6-8,225,"October 5, 1972",us US,5,Duke
1,Lindsey Hunter,PG,6-2,170,"December 3, 1970",us US,6,"Alcorn State, Jackson State University"
5,Jermaine Jackson,SG,6-4,204,"June 7, 1976",us US,R,Detroit Mercy
32,Christian Laettner,C,6-11,235,"August 17, 1969",us US,7,Duke
6,Terry Mills,PF,6-10,230,"December 21, 1967",us US,9,Michigan
0,Eric Montross,C,7-0,270,"September 23, 1971",us US,5,UNC
31,Mikki Moore,C,6-11,225,"November 4, 1975",us US,1,Nebraska
52,Don Reid,PF,6-8,250,"December 30, 1973",us US,4,Georgetown
42,Jerry Stackhouse,SG,6-6,218,"November 5, 1974",us US,4,UNC
35,Loy Vaught,PF,6-9,230,"February 27, 1968",us US,9,Michigan
13,Jerome Williams,PF,6-9,206,"May 10, 1973",us US,3,Georgetown
