No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,William Avery,PG,6-2,197,"August 8, 1979",us US,R,Duke
7,Terrell Brandon,PG,5-11,180,"May 20, 1970",us US,8,Oregon
21,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,4,
22,Dean Garrett,C,6-10,225,"November 27, 1966",us US,3,Indiana
20,Tom Hammonds,PF,6-9,215,"March 27, 1967",us US,10,Georgia Tech
24,Bobby Jackson,PG,6-1,185,"March 13, 1973",us US,2,Minnesota
42,Sam Mitchell,SF,6-6,210,"September 2, 1963",us US,10,Mercer University
8,Rasho Nesterović,C,7-0,248,"May 30, 1976",si SI,1,
45,Andrae Patterson,PF,6-9,238,"November 12, 1975",us US,1,Indiana
1,Anthony Peeler,SG,6-4,208,"November 25, 1969",us US,7,Missouri
2,Malik Sealy,SF,6-8,190,"February 1, 1970",us US,7,St. John's
32,Joe Smith,C,6-10,225,"July 26, 1975",us US,4,Maryland
10,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es ES,R,Miami University
