No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
44,Shawn Bradley,C,7-6,235,"March 22, 1972",de DE,6,BYU
21,Greg Buckner,SG,6-4,210,"September 16, 1976",us US,R,Clemson
23,Cedric Ceballos,SF,6-7,220,"August 2, 1969",us US,9,Cal State Fullerton
24,Hubert Davis,PG,6-5,183,"May 17, 1970",us US,7,UNC
4,Michael Finley,SF,6-7,215,"March 6, 1973",us US,4,Wisconsin
3,Rick Hughes,PF,6-9,235,"August 22, 1973",us US,R,Thomas More College
43,Randell Jackson,PF,6-11,215,"January 16, 1976",us US,1,Florida State
11,Damon Jones,PG,6-3,185,"August 25, 1976",us US,1,Houston
13,Steve Nash,PG,6-3,195,"February 7, 1974",za ZA,3,Santa Clara
41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",de DE,1,
14,Robert Pack,PG,6-2,180,"February 3, 1969",us US,8,USC
2,Rodrick Rhodes,SF,6-6,225,"September 24, 1973",us US,2,"Kentucky, USC"
70,Dennis Rodman,PF,6-7,210,"May 13, 1961",us US,13,Southeastern Oklahoma State University
45,Sean Rooks,C,6-10,250,"September 9, 1969",us US,7,Arizona
20,Erick Strickland,SG,6-3,210,"November 25, 1973",us US,3,Nebraska
40,Bruno Šundov,C,7-2,220,"February 10, 1980",hr HR,1,
33,Gary Trent,SF,6-8,250,"September 22, 1974",us US,4,Ohio University
