No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Alex Acker,SG,6-5,185,"January 21, 1983",us US,1,Pepperdine
28,Arron Afflalo,SG,6-5,210,"October 15, 1985",us US,1,UCLA
1,Chauncey Billups,PG,6-3,202,"September 25, 1976",us US,11,Colorado
38,Kwame Brown,C,6-11,270,"March 10, 1982",us US,7,
12,Will Bynum,PG,6-0,185,"January 4, 1983",us US,1,"Arizona, Georgia Tech"
32,Richard Hamilton,SG,6-6,185,"February 14, 1978",us US,9,UConn
5,Walter Herrmann,SF,6-9,225,"June 26, 1979",ar AR,2,
1,Allen Iverson,PG,6-0,165,"June 7, 1975",us US,12,Georgetown
25,Amir Johnson,PF,6-9,240,"May 1, 1987",us US,3,
54,Jason Maxiell,C,6-7,260,"February 18, 1983",us US,3,Cincinnati
24,Antonio McDyess,PF,6-9,220,"September 7, 1974",us US,12,Alabama
22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",us US,6,Kentucky
42,Walter Sharpe,PF,6-9,245,"July 18, 1986",us US,R,"Mississippi State, UAB"
3,Rodney Stuckey,PG,6-5,210,"April 21, 1986",us US,1,Eastern Washington
30,Rasheed Wallace,C,6-11,225,"September 17, 1974",us US,13,UNC
