No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
11,Chris Andersen,C,6-10,245,"July 7, 1978",us US,6,Blinn College
15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",us US,5,Syracuse
12,Chucky Atkins,PG,5-11,160,"August 14, 1974",us US,9,South Florida
32,Renaldo Balkman,PF,6-8,208,"July 14, 1984",us US,2,South Carolina
7,Chauncey Billups,PG,6-3,202,"September 25, 1976",us US,11,Colorado
25,Anthony Carter,PG,6-1,190,"June 16, 1975",us US,9,Hawaii
6,Jason Hart,PG,6-3,185,"April 29, 1978",us US,7,Syracuse
31,Nenê,C,6-11,250,"September 13, 1982",br BR,6,
5,Juwan Howard,PF,6-9,240,"February 7, 1973",us US,14,Michigan
3,Allen Iverson,SG,6-0,165,"June 7, 1975",us US,12,Georgetown
30,Dahntay Jones,SG,6-6,225,"December 27, 1980",us US,5,"Rutgers University, Duke"
43,Linas Kleiza,SF,6-8,245,"January 3, 1985",lt LT,3,Missouri
4,Kenyon Martin,PF,6-9,234,"December 30, 1977",us US,8,Cincinnati
27,Johan Petro,C,7-0,247,"January 27, 1986",fr FR,3,
35,Cheikh Samb,C,7-1,245,"October 22, 1984",sn SN,1,
1,J.R. Smith,SG,6-6,225,"September 9, 1985",us US,4,
13,Sonny Weems,SG,6-6,205,"July 8, 1986",us US,R,Arkansas
