No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
22,Morris Almond,SG,6-6,225,"February 2, 1985",us US,1,Rice University
5,Carlos Boozer,PF,6-9,258,"November 20, 1981",de DE,6,Duke
9,Ronnie Brewer,SF,6-7,220,"March 20, 1985",us US,2,Arkansas
31,Jarron Collins,C,6-11,255,"December 2, 1978",us US,7,Stanford
44,Kyrylo Fesenko,C,7-1,288,"December 24, 1986",ua UA,1,
15,Matt Harpring,SG,6-7,231,"May 31, 1976",us US,10,Georgia Tech
47,Andrei Kirilenko,PF,6-9,220,"February 18, 1981",ru RU,7,
2,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,11,Stanford
26,Kyle Korver,SF,6-7,212,"March 17, 1981",us US,5,Creighton
41,Kosta Koufos,C,7-0,245,"February 24, 1989",us US,R,Ohio State
34,C.J. Miles,SG,6-6,220,"March 18, 1987",us US,3,
24,Paul Millsap,PF,6-7,257,"February 10, 1985",us US,2,Louisiana Tech
13,Mehmet Okur,C,6-11,249,"May 26, 1979",tr TR,6,
17,Ronnie Price,PG,6-2,190,"June 21, 1983",us US,3,"Nicholls State, Utah Valley"
8,Deron Williams,PG,6-3,200,"June 26, 1984",us US,3,Illinois
