No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
17,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,2,UNLV
10,Leandro Barbosa,SG,6-3,194,"November 28, 1982",br BR,5,
22,Matt Barnes,PF,6-7,226,"March 9, 1980",us US,5,UCLA
19,Raja Bell,SG,6-5,204,"September 19, 1976",vi VI,8,"Boston University, Florida International University"
11,Dee Brown,PG,6-0,185,"August 17, 1984",us US,1,Illinois
3,Boris Diaw,PF,6-8,250,"April 16, 1982",fr FR,5,
2,Goran Dragić,PG,6-4,190,"May 6, 1986",si SI,R,
3,Jared Dudley,SF,6-6,237,"July 10, 1985",us US,1,Boston College
33,Grant Hill,SF,6-8,225,"October 5, 1972",us US,13,Duke
15,Robin Lopez,C,7-1,281,"April 1, 1988",us US,R,Stanford
13,Steve Nash,PG,6-3,195,"February 7, 1974",za ZA,12,Santa Clara
32,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,16,LSU
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,7,Michigan State
4,Courtney Sims,C,6-10,245,"October 21, 1983",us US,1,Michigan
14,Sean Singletary,PG,6-0,185,"September 6, 1985",us US,R,Virginia
1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us US,6,
4,Stromile Swift,PF,6-9,225,"November 21, 1979",us US,8,LSU
29,Alando Tucker,SG,6-6,205,"February 11, 1984",us US,1,Wisconsin
