No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Maceo Baston,PF,6-9,215,"May 29, 1975",us US,3,Michigan
6,Marquis Daniels,SF,6-6,200,"January 7, 1981",us US,5,Auburn
12,Travis Diener,PG,6-1,175,"March 1, 1982",us US,3,Marquette
17,Mike Dunleavy,SG,6-9,230,"September 15, 1980",us US,6,Duke
5,T.J. Ford,PG,6-0,165,"March 24, 1983",us US,4,Texas
10,Jeff Foster,C,6-11,236,"January 16, 1977",us US,9,Texas State University
23,Stephen Graham,SG,6-6,215,"June 11, 1982",us US,3,"Central Florida, Oklahoma State"
33,Danny Granger,SF,6-9,222,"April 20, 1983",us US,3,"Bradley, New Mexico"
55,Roy Hibbert,C,7-2,270,"December 11, 1986",us US,R,Georgetown
1,Jarrett Jack,SG,6-3,200,"October 28, 1983",us US,3,Georgia Tech
32,Josh McRoberts,PF,6-10,240,"February 28, 1987",us US,1,Duke
3,Troy Murphy,PF,6-11,245,"May 2, 1980",us US,7,Notre Dame
8,Rasho Nesterović,C,7-0,248,"May 30, 1976",si SI,10,
25,Brandon Rush,SG,6-6,220,"July 7, 1985",us US,R,Kansas
