No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Daniel Gibson,PG,6-2,190,"February 27, 1986",us US,2,Texas
21,J.J. Hickson,C,6-9,242,"September 4, 1988",us US,R,NC State
11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",lt LT,10,
0,Darnell Jackson,PF,6-9,253,"November 7, 1985",us US,R,Kansas
23,LeBron James,SF,6-9,250,"December 30, 1984",us US,5,
24,Trey Johnson,SG,6-5,218,"August 30, 1984",us US,R,"Alcorn State, Jackson State University"
8,Tarence Kinsey,SG,6-6,185,"March 21, 1984",us US,2,South Carolina
3,Sasha Pavlović,SF,6-8,220,"November 15, 1983",me ME,5,
32,Joe Smith,C,6-10,225,"July 26, 1975",us US,13,Maryland
10,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es ES,9,Miami University
17,Anderson Varejão,PF,6-11,273,"September 28, 1982",br BR,4,
4,Ben Wallace,PF,6-9,240,"September 10, 1974",us US,12,Virginia Union University
13,Delonte West,SG,6-4,180,"July 26, 1983",us US,4,Saint Joseph's
31,Jawad Williams,SF,6-9,218,"February 19, 1983",us US,R,UNC
2,Mo Williams,PG,6-1,198,"December 19, 1982",us US,5,Alabama
55,Lorenzen Wright,C,6-11,225,"November 4, 1975",us US,12,Memphis
