No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Kelenna Azubuike,SF,6-5,220,"December 16, 1983",gb GB,2,Kentucky
18,Marco Belinelli,SG,6-5,220,"March 25, 1986",it IT,1,
15,Andris Biedriņš,C,6-11,240,"April 2, 1986",lv LV,4,
6,Jamal Crawford,PG,6-5,185,"March 20, 1980",us US,8,Michigan
33,Jermareo Davidson,SF,6-10,230,"November 15, 1984",us US,1,Alabama
8,Monta Ellis,SG,6-3,185,"October 26, 1985",us US,3,
3,Al Harrington,PF,6-9,230,"February 17, 1980",us US,10,
1,Stephen Jackson,SF,6-8,218,"April 5, 1978",us US,8,Butler County Community College
31,Rob Kurz,PF,6-9,232,"March 5, 1985",us US,R,Notre Dame
50,Corey Maggette,PF,6-6,218,"November 12, 1979",us US,9,Duke
22,Anthony Morrow,SG,6-5,210,"September 27, 1985",us US,R,Georgia Tech
20,DeMarcus Nelson,PG,6-4,200,"November 2, 1985",us US,R,Duke
4,Anthony Randolph,PF,6-10,205,"July 15, 1989",de DE,R,LSU
21,Ronny Turiaf,C,6-10,249,"January 13, 1983",mq MQ,3,Gonzaga
23,C.J. Watson,PG,6-2,175,"April 17, 1984",us US,1,Tennessee
5,Marcus Williams,PG,6-3,205,"December 3, 1985",us US,2,UConn
32,Brandan Wright,PF,6-10,210,"October 5, 1987",us US,1,UNC
