No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
19,Blake Ahearn,PG,6-2,190,"May 27, 1984",us US,1,Missouri State
15,Matt Bonner,PF,6-10,235,"April 5, 1980",us US,4,Florida
12,Bruce Bowen,SF,6-7,185,"June 14, 1971",us US,12,Cal State Fullerton
22,Austin Croshere,PF,6-9,235,"May 1, 1975",us US,11,Providence
21,Tim Duncan,C,6-11,250,"April 25, 1976",vi VI,11,Wake Forest
33,Desmon Farmer,SG,6-5,220,"October 7, 1981",us US,1,USC
4,Michael Finley,SF,6-7,215,"March 6, 1973",us US,13,Wisconsin
20,Manu Ginóbili,SG,6-6,205,"July 28, 1977",ar AR,6,
90,Drew Gooden,PF,6-10,250,"September 24, 1981",us US,6,Kansas
1,Malik Hairston,SG,6-6,220,"February 23, 1987",us US,R,Oregon
3,George Hill,PG,6-4,188,"May 4, 1986",us US,R,IUPUI
8,Roger Mason,SG,6-5,200,"September 10, 1980",us US,4,Virginia
54,Pops Mensah-Bonsu,PF,6-9,240,"September 7, 1983",gb GB,1,George Washington
7,Fabricio Oberto,C,6-10,245,"March 21, 1975",ar AR,3,
9,Tony Parker,PG,6-2,185,"May 17, 1982",be BE,7,
40,Kurt Thomas,PF,6-9,230,"October 4, 1972",us US,13,TCU
35,Anthony Tolliver,PF,6-8,240,"June 1, 1985",us US,R,Creighton
5,Ime Udoka,SF,6-6,215,"August 9, 1977",us US,4,"San Francisco, Portland State"
11,Jacque Vaughn,PG,6-1,190,"February 11, 1975",us US,11,Kansas
2,Marcus Williams,PF,6-7,205,"November 18, 1986",us US,1,Arizona
