No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",us US,2,Texas
88,Nicolas Batum,SF,6-8,230,"December 14, 1988",fr FR,R,
4,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us US,R,Arizona
2,Steve Blake,PG,6-3,172,"February 26, 1980",us US,5,Maryland
1,Ike Diogu,PF,6-8,250,"September 11, 1983",us US,3,Arizona State
5,Rudy Fernández,SG,6-6,185,"April 4, 1985",es ES,R,
44,Channing Frye,PF,7-0,255,"May 17, 1983",us US,3,Arizona
52,Greg Oden,C,7-0,250,"January 22, 1988",us US,R,Ohio State
25,Travis Outlaw,SF,6-9,210,"September 18, 1984",us US,5,
10,Joel Przybilla,C,7-1,255,"October 10, 1979",us US,8,Minnesota
42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",us US,3,Duke
11,Sergio Rodríguez,PG,6-3,176,"June 12, 1986",es ES,2,
7,Brandon Roy,SG,6-6,215,"July 23, 1984",us US,2,Washington
51,Michael Ruffin,PF,6-9,246,"January 21, 1977",us US,8,Tulsa
8,Martell Webster,SF,6-7,230,"December 4, 1986",us US,3,
