No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Rafer Alston,PG,6-2,171,"July 24, 1976",us US,9,Fresno State
17,Brent Barry,SG,6-6,185,"December 31, 1971",us US,13,Oregon State
31,Shane Battier,SG,6-8,220,"September 9, 1978",us US,7,Duke
0,Aaron Brooks,PG,6-0,161,"January 14, 1985",us US,1,Oregon
43,Brian Cook,PF,6-9,234,"December 4, 1980",us US,5,Illinois
15,Joey Dorsey,PF,6-8,268,"December 16, 1983",us US,R,Memphis
44,Chuck Hayes,C,6-6,240,"June 11, 1983",us US,3,Kentucky
2,Luther Head,PG,6-3,185,"November 26, 1982",us US,3,Illinois
14,Carl Landry,PF,6-9,248,"September 19, 1983",us US,1,"Vincennes University, Purdue"
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,2,Villanova
1,Tracy McGrady,SG,6-8,210,"May 24, 1979",us US,11,
11,Yao Ming,C,7-6,310,"September 12, 1980",cn CN,6,
55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd CD,17,Georgetown
4,Luis Scola,PF,6-9,240,"April 30, 1980",ar AR,1,
13,Von Wafer,SG,6-5,210,"July 21, 1985",us US,3,Florida State
8,James White,SF,6-7,200,"October 21, 1982",us US,1,"Florida, Cincinnati"
96,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,9,St. John's
