No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Rafer Alston,PG,6-2,171,"July 24, 1976",us US,9,Fresno State
4,Tony Battie,PF,6-11,230,"February 11, 1976",us US,10,Texas Tech
10,Keith Bogans,SG,6-5,215,"May 12, 1980",us US,5,Kentucky
34,Brian Cook,PF,6-9,234,"December 4, 1980",us US,5,Illinois
31,Adonal Foyle,C,6-10,250,"March 9, 1975",vc VC,11,Colgate
13,Marcin Gortat,PF,6-11,240,"February 17, 1984",pl PL,1,
12,Dwight Howard,C,6-10,265,"December 8, 1985",us US,4,
8,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,11,College of Charleston
11,Courtney Lee,SG,6-5,215,"October 3, 1985",us US,R,Western Kentucky
9,Rashard Lewis,PF,6-10,215,"August 8, 1979",us US,10,
10,Tyronn Lue,PG,6-0,175,"May 3, 1977",us US,10,Nebraska
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,4,Saint Joseph's
20,Mickaël Piétrus,SG,6-6,215,"February 7, 1982",gp GP,5,
7,JJ Redick,SG,6-3,200,"June 24, 1984",us US,2,Duke
32,Jeremy Richardson,SF,6-6,185,"March 1, 1984",us US,2,Delta State University
15,Hedo Türkoğlu,SF,6-10,220,"March 19, 1979",tr TR,8,
