No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
52,Calvin Booth,C,6-11,230,"May 7, 1976",us US,9,Penn State
5,Bobby Brown,SG,6-2,175,"September 24, 1984",us US,R,Cal State Fullerton
3,Ike Diogu,PF,6-8,250,"September 11, 1983",us US,3,Arizona State
8,Quincy Douby,PG,6-3,175,"May 16, 1984",us US,2,Rutgers University
32,Francisco García,SF,6-7,195,"December 31, 1981",do DO,3,Louisville
90,Drew Gooden,PF,6-10,250,"September 24, 1981",us US,6,Kansas
20,Donté Greene,SF,6-11,226,"February 21, 1988",de DE,R,Syracuse
31,Spencer Hawes,C,7-1,245,"April 28, 1988",us US,1,Washington
24,Bobby Jackson,PG,6-1,185,"March 13, 1973",us US,11,Minnesota
23,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,4,Western Carolina University
7,Rashad McCants,SG,6-4,207,"September 25, 1984",us US,3,UNC
52,Brad Miller,C,6-11,244,"April 12, 1976",us US,10,Purdue
33,Mikki Moore,PF,6-11,225,"November 4, 1975",us US,10,Nebraska
5,Andrés Nocioni,SF,6-7,225,"November 30, 1979",ar AR,4,
15,John Salmons,SF,6-7,210,"December 12, 1979",us US,6,Miami (FL)
15,Cedric Simmons,PF,6-9,235,"January 3, 1986",us US,2,NC State
17,Will Solomon,PG,6-1,185,"July 20, 1978",us US,1,Clemson
9,Kenny Thomas,PF,6-7,261,"July 25, 1977",us US,9,New Mexico
34,Jason Thompson,PF,6-11,250,"July 21, 1986",us US,R,Rider University
19,Beno Udrih,PG,6-3,205,"July 5, 1982",si SI,4,
22,Shelden Williams,PF,6-9,250,"October 21, 1983",us US,2,Duke
