No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Trevor Ariza,SF,6-8,215,"June 30, 1985",us US,4,UCLA
12,Shannon Brown,SG,6-4,205,"November 29, 1985",us US,2,Michigan State
24,Kobe Bryant,SG,6-6,212,"August 23, 1978",us US,12,
17,Andrew Bynum,C,7-0,285,"October 27, 1987",us US,3,
5,Jordan Farmar,PG,6-2,180,"November 30, 1986",us US,2,UCLA
2,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,12,Little Rock
16,Pau Gasol,C,7-0,250,"July 6, 1980",es ES,7,
28,D.J. Mbenga,C,7-0,245,"December 30, 1980",cd CD,4,
31,Chris Mihm,C,7-0,265,"July 16, 1979",us US,7,Texas
6,Adam Morrison,SF,6-8,205,"July 19, 1984",us US,1,Gonzaga
7,Lamar Odom,PF,6-10,220,"November 6, 1979",us US,9,Rhode Island
21,Josh Powell,PF,6-9,225,"January 25, 1983",us US,3,NC State
10,Vladimir Radmanović,SF,6-10,227,"November 19, 1980",ba BA,7,
18,Sasha Vujačić,SG,6-7,195,"March 8, 1984",si SI,4,
4,Luke Walton,SF,6-8,235,"March 28, 1980",us US,5,Arizona
9,Sun Yue,SG,6-9,205,"November 6, 1985",cn CN,R,
