No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
33,Ryan Anderson,PF,6-9,240,"May 6, 1988",us US,3,California
3,Earl Clark,PF,6-10,225,"January 17, 1988",us US,2,Louisville
11,Glen Davis,PF,6-9,289,"January 1, 1986",us US,4,LSU
25,Chris Duhon,PG,6-1,185,"August 31, 1982",us US,7,Duke
32,Justin Harper,PF,6-10,225,"August 30, 1989",us US,R,Richmond
12,Dwight Howard,C,6-10,265,"December 8, 1985",us US,7,
20,Larry Hughes,PG,6-5,184,"January 23, 1979",us US,12,Saint Louis
34,DeAndre Liggins,SF,6-6,209,"March 31, 1988",us US,R,Kentucky
14,Jameer Nelson,PG,6-0,190,"February 9, 1982",us US,7,Saint Joseph's
21,Daniel Orton,PF,6-10,255,"August 6, 1990",us US,R,Kentucky
7,JJ Redick,SG,6-3,200,"June 24, 1984",us US,5,Duke
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,10,Michigan State
5,Quentin Richardson,SF,6-6,223,"April 13, 1980",us US,11,DePaul
10,Ish Smith,PG,6-0,175,"July 5, 1988",us US,1,Wake Forest
15,Hedo Türkoğlu,SF,6-10,220,"March 19, 1979",tr TR,11,
1,Von Wafer,SG,6-5,210,"July 21, 1985",us US,5,Florida State
