No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Carmelo Anthony,SF,6-7,238,"May 29, 1984",us US,8,Syracuse
32,Renaldo Balkman,SF,6-8,208,"July 14, 1984",us US,5,South Carolina
20,Mike Bibby,PG,6-1,190,"May 13, 1978",us US,13,Arizona
6,Tyson Chandler,C,7-0,235,"October 2, 1982",us US,10,
85,Baron Davis,PG,6-3,209,"April 13, 1979",us US,12,UCLA
23,Toney Douglas,PG,6-2,195,"March 16, 1986",us US,2,"Auburn, Florida State"
2,Landry Fields,SG,6-7,210,"June 27, 1988",us US,1,Stanford
50,Dan Gadzuric,C,6-11,240,"February 2, 1978",nl NL,9,UCLA
55,Josh Harrellson,PF,6-10,275,"February 12, 1989",us US,R,Kentucky
9,Jared Jeffries,PF,6-11,230,"November 25, 1981",us US,9,Indiana
44,Jerome Jordan,C,7-0,253,"September 29, 1986",jm JM,R,Tulsa
17,Jeremy Lin,PG,6-3,200,"August 23, 1988",us US,1,Harvard University
16,Steve Novak,PF,6-10,225,"June 13, 1983",us US,5,Marquette
21,Iman Shumpert,PG,6-5,215,"June 26, 1990",us US,R,Georgia Tech
8,J.R. Smith,SG,6-6,225,"September 9, 1985",us US,7,
1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us US,9,
5,Henry Walker,SG,6-6,220,"October 9, 1987",us US,3,Kansas State
