No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,Morris Almond,SG,6-6,225,"February 2, 1985",us US,2,Rice University
7,Andray Blatche,PF,6-11,235,"August 22, 1986",us US,6,
35,Trevor Booker,PF,6-8,228,"November 25, 1987",us US,1,Clemson
43,Brian Cook,PF,6-9,234,"December 4, 1980",us US,8,Illinois
15,Jordan Crawford,SG,6-4,195,"October 23, 1988",us US,1,"Indiana, Xavier"
6,Maurice Evans,SF,6-5,220,"November 8, 1978",us US,8,"Wichita State, Texas"
42,Nenê,C,6-11,250,"September 13, 1982",br BR,9,
9,Rashard Lewis,SF,6-10,215,"August 8, 1979",us US,13,
22,Shelvin Mack,PG,6-3,203,"April 22, 1990",us US,R,Butler
20,Cartier Martin,SF,6-7,220,"November 20, 1984",us US,3,Kansas State
8,Roger Mason,SG,6-5,200,"September 10, 1980",us US,7,Virginia
34,JaVale McGee,C,7-0,270,"January 19, 1988",us US,3,Nevada
55,Hamady N'Diaye,C,7-0,235,"January 12, 1987",sn SN,1,Rutgers University
13,Kevin Séraphin,C,6-9,285,"December 7, 1989",gf GF,1,
31,Chris Singleton,SF,6-8,230,"November 21, 1989",us US,R,Florida State
3,James Singleton,PF,6-8,216,"July 20, 1981",us US,4,Murray State
21,Ronny Turiaf,C,6-10,249,"January 13, 1983",mq MQ,6,Gonzaga
1,Edwin Ubiles,SF,6-6,204,"November 26, 1986",us US,R,Siena College
24,Jan Veselý,PF,6-11,240,"April 24, 1990",cz CZ,R,
2,John Wall,PG,6-3,210,"September 6, 1990",us US,1,Kentucky
1,Nick Young,SG,6-7,210,"June 1, 1985",us US,4,USC
