No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
26,Shannon Brown,SG,6-4,205,"November 29, 1985",us US,5,Michigan State
1,Josh Childress,SF,6-8,210,"June 20, 1983",us US,5,Stanford
3,Jared Dudley,SG,6-6,237,"July 10, 1985",us US,4,Boston College
8,Channing Frye,PF,7-0,255,"May 17, 1983",us US,6,Arizona
4,Marcin Gortat,C,6-11,240,"February 17, 1984",pl PL,4,
33,Grant Hill,SF,6-8,225,"October 5, 1972",us US,16,Duke
15,Robin Lopez,C,7-1,281,"April 1, 1988",us US,3,Stanford
11,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,R,Kansas
13,Steve Nash,PG,6-3,195,"February 7, 1974",za ZA,15,Santa Clara
2,Ronnie Price,PG,6-2,190,"June 21, 1983",us US,6,"Nicholls State, Utah Valley"
22,Michael Redd,SG,6-6,220,"August 24, 1979",us US,11,Ohio State
31,Sebastian Telfair,PG,6-0,165,"June 9, 1985",us US,7,
21,Hakim Warrick,PF,6-9,219,"July 8, 1982",us US,6,Syracuse
