No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Jeff Adrien,PF,6-7,245,"February 10, 1986",us US,1,UConn
6,Earl Boykins,PG,5-5,135,"June 2, 1976",us US,12,Eastern Michigan
10,Chase Budinger,SF,6-7,209,"May 22, 1988",us US,2,Arizona
29,Marcus Camby,C,6-11,220,"March 22, 1974",us US,15,UMass
21,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,9,Seton Hall
3,Goran Dragić,PG,6-4,190,"May 6, 1986",si SI,3,
9,Jonny Flynn,PG,6-0,185,"February 6, 1989",us US,2,Syracuse
9,Courtney Fortson,PG,5-11,185,"May 23, 1988",us US,R,Arkansas
27,Jordan Hill,C,6-10,235,"July 27, 1987",us US,2,Arizona
5,Courtney Lee,SG,6-5,215,"October 3, 1985",us US,3,Western Kentucky
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,5,Villanova
12,Kevin Martin,SG,6-7,199,"February 1, 1983",us US,7,Western Carolina University
2,Marcus Morris,PF,6-8,218,"September 2, 1989",us US,R,Kansas
25,Chandler Parsons,SF,6-9,230,"October 25, 1988",us US,R,Florida
54,Patrick Patterson,PF,6-8,235,"March 14, 1989",us US,1,Kentucky
4,Luis Scola,PF,6-9,240,"April 30, 1980",ar AR,4,
0,Greg Smith,C,6-10,250,"January 8, 1991",us US,R,Fresno State
32,Hasheem Thabeet,C,7-3,263,"February 16, 1987",tz TZ,2,UConn
1,Terrence Williams,SG,6-6,220,"June 28, 1987",us US,2,Louisville
