No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
2,Blake Ahearn,PG,6-2,190,"May 27, 1984",us US,2,Missouri State
19,Raja Bell,SG,6-5,204,"September 19, 1976",vi VI,11,"Boston University, Florida International University"
10,Alec Burks,SG,6-6,214,"July 20, 1991",us US,R,Colorado
3,DeMarre Carroll,SF,6-6,215,"July 27, 1986",us US,2,"Vanderbilt, Missouri"
40,Jeremy Evans,SF,6-9,200,"October 24, 1987",us US,1,Western Kentucky
15,Derrick Favors,PF,6-9,265,"July 15, 1991",us US,1,Georgia Tech
0,Enes Freedom,C,6-10,250,"May 20, 1992",ch CH,R,Kentucky
5,Devin Harris,PG,6-3,185,"February 27, 1983",us US,7,Wisconsin
20,Gordon Hayward,SF,6-7,225,"March 23, 1990",us US,1,Butler
8,Josh Howard,SF,6-7,210,"April 28, 1980",us US,8,Wake Forest
25,Al Jefferson,C,6-10,289,"January 4, 1985",us US,7,
34,C.J. Miles,SG,6-6,220,"March 18, 1987",us US,6,
24,Paul Millsap,PF,6-7,257,"February 10, 1985",us US,5,Louisiana Tech
6,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",us US,8,Iowa State
11,Earl Watson,PG,6-1,195,"June 12, 1979",us US,10,UCLA
