No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
25,James Anderson,SG,6-6,213,"March 25, 1989",us US,1,Oklahoma State
45,DeJuan Blair,PF,6-7,270,"April 22, 1989",us US,2,Pitt
15,Matt Bonner,PF,6-10,235,"April 5, 1980",us US,7,Florida
34,Derrick Byars,PF,6-7,220,"April 25, 1984",us US,R,"Virginia, Vanderbilt"
23,Eric Dawson,C,6-9,250,"July 7, 1984",us US,R,Midwestern State University
1,Justin Dentmon,PG,5-11,185,"September 5, 1985",us US,R,Washington
33,Boris Diaw,PF,6-8,250,"April 16, 1982",fr FR,8,
1,Ike Diogu,PF,6-8,250,"September 11, 1983",us US,5,Arizona State
21,Tim Duncan,C,6-11,250,"April 25, 1976",vi VI,14,Wake Forest
11,T.J. Ford,PG,6-0,165,"March 24, 1983",us US,7,Texas
20,Manu Ginóbili,SG,6-6,205,"July 28, 1977",ar AR,9,
4,Danny Green,SG,6-6,215,"June 22, 1987",us US,2,UNC
3,Stephen Jackson,SF,6-8,218,"April 5, 1978",us US,11,Butler County Community College
24,Richard Jefferson,SF,6-7,233,"June 21, 1980",us US,10,Arizona
5,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,R,Texas
2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",us US,R,San Diego State
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,2,Saint Mary's
14,Gary Neal,SG,6-4,210,"October 3, 1984",us US,1,"La Salle, Towson University"
9,Tony Parker,PG,6-2,185,"May 17, 1982",be BE,10,
22,Tiago Splitter,C,6-11,245,"January 1, 1985",br BR,1,
23,Malcolm Thomas,PF,6-9,225,"November 8, 1988",us US,R,"Pepperdine, San Diego State"
