No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Chauncey Billups,SG,6-3,202,"September 25, 1976",us US,14,Colorado
12,Eric Bledsoe,PG,6-1,214,"December 9, 1989",us US,1,Kentucky
5,Caron Butler,SF,6-7,228,"March 13, 1980",us US,9,UConn
34,Brian Cook,PF,6-9,234,"December 4, 1980",us US,8,Illinois
30,Reggie Evans,PF,6-8,245,"May 18, 1980",us US,9,Iowa
17,Courtney Fortson,PG,5-11,185,"May 23, 1988",us US,R,Arkansas
4,Randy Foye,SG,6-4,213,"September 24, 1983",us US,5,Villanova
15,Ryan Gomes,SF,6-7,250,"September 1, 1982",us US,6,Providence
32,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,1,Oklahoma
21,Solomon Jones,PF,6-10,230,"July 16, 1984",us US,5,South Florida
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,3,Texas A&M
23,Travis Leslie,SG,6-4,205,"March 29, 1990",us US,R,Georgia
2,Kenyon Martin,PF,6-9,234,"December 30, 1977",us US,11,Cincinnati
3,Chris Paul,PG,6-0,175,"May 6, 1985",us US,6,Wake Forest
21,Bobby Simmons,SF,6-7,210,"June 2, 1980",us US,9,DePaul
33,Trey Thompkins,C,6-10,245,"May 20, 1990",us US,R,Georgia
25,Mo Williams,SG,6-1,198,"December 19, 1982",us US,8,Alabama
11,Nick Young,SG,6-7,210,"June 1, 1985",us US,4,USC
