No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
11,J.J. Barea,PG,5-10,180,"June 26, 1984",pr PR,5,Northeastern University
8,Michael Beasley,SF,6-9,235,"January 9, 1989",us US,3,Kansas State
22,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,2,UNC
4,Wesley Johnson,SF,6-7,215,"July 11, 1987",us US,1,"Iowa State, Syracuse"
3,Malcolm Lee,SG,6-5,200,"May 22, 1990",us US,R,UCLA
42,Kevin Love,PF,6-8,251,"September 7, 1988",us US,3,UCLA
31,Darko Miličić,C,7-0,250,"June 20, 1985",rs RS,8,
52,Brad Miller,C,6-11,244,"April 12, 1976",us US,13,Purdue
14,Nikola Peković,C,6-11,307,"January 3, 1986",me ME,1,
15,Anthony Randolph,PF,6-10,205,"July 15, 1989",de DE,3,LSU
13,Luke Ridnour,SG,6-2,175,"February 13, 1981",us US,8,Oregon
9,Ricky Rubio,PG,6-2,190,"October 21, 1990",es ES,R,
44,Anthony Tolliver,SF,6-8,240,"June 1, 1985",us US,3,Creighton
5,Martell Webster,SF,6-7,230,"December 4, 1986",us US,6,
7,Derrick Williams,PF,6-8,240,"May 25, 1991",us US,R,Arizona
