No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
15,DeMarcus Cousins,C,6-10,270,"August 13, 1990",us US,1,Kentucky
13,Tyreke Evans,SG,6-6,220,"September 19, 1989",us US,2,Memphis
7,Jimmer Fredette,PG,6-2,195,"February 25, 1989",us US,R,BYU
32,Francisco García,SF,6-7,195,"December 31, 1981",do DO,6,Louisville
20,Donté Greene,PF,6-11,226,"February 21, 1988",de DE,3,Syracuse
42,Chuck Hayes,C,6-6,240,"June 11, 1983",us US,6,Kentucky
31,J.J. Hickson,PF,6-9,242,"September 4, 1988",us US,3,NC State
3,Tyler Honeycutt,SF,6-8,188,"July 15, 1990",us US,R,UCLA
25,Travis Outlaw,SF,6-9,210,"September 18, 1984",us US,8,
5,John Salmons,SF,6-7,210,"December 12, 1979",us US,9,Miami (FL)
22,Isaiah Thomas,PG,5-9,185,"February 7, 1989",us US,R,Washington
34,Jason Thompson,PF,6-11,250,"July 21, 1986",us US,3,Rider University
23,Marcus Thornton,SG,6-4,205,"June 5, 1987",us US,2,LSU
33,Hassan Whiteside,C,7-0,265,"June 13, 1989",us US,1,Marshall
55,Terrence Williams,SG,6-6,220,"June 28, 1987",us US,2,Louisville
