No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
45,Cole Aldrich,C,6-11,250,"October 31, 1988",us US,1,Kansas
4,Nick Collison,PF,6-10,255,"October 26, 1980",us US,7,Kansas
14,Daequan Cook,SG,6-5,205,"April 28, 1987",us US,4,Ohio State
35,Kevin Durant,SF,6-11,240,"September 29, 1988",us US,4,Texas
37,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,15,Little Rock
13,James Harden,SG,6-5,220,"August 26, 1989",us US,2,Arizona State
11,Lazar Hayward,SF,6-6,225,"November 26, 1986",us US,1,Marquette
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg CG,2,
7,Royal Ivey,SG,6-3,200,"December 20, 1981",us US,7,Texas
15,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,R,Boston College
6,Eric Maynor,PG,6-3,175,"June 11, 1987",us US,2,VCU
8,Nazr Mohammed,C,6-10,221,"September 5, 1977",us US,13,Kentucky
5,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,8,
33,Ryan Reid,PF,6-8,232,"October 30, 1986",us US,R,Florida State
2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",ch CH,5,
0,Russell Westbrook,PG,6-4,200,"November 12, 1988",us US,3,UCLA
