No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
50,Solomon Alabi,C,7-1,251,"March 21, 1988",ng NG,1,Florida State
6,Alan Anderson,SF,6-6,220,"October 16, 1982",us US,2,Michigan State
20,Leandro Barbosa,SG,6-3,194,"November 28, 1982",br BR,8,
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it IT,5,
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us US,3,Arizona
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us US,9,La Salle
8,José Calderón,PG,6-3,200,"September 28, 1981",es ES,6,
25,Anthony Carter,PG,6-1,190,"June 16, 1975",us US,12,Hawaii
32,Ed Davis,PF,6-9,218,"June 5, 1989",us US,1,UNC
1,Justin Dentmon,PG,5-11,185,"September 5, 1985",us US,R,Washington
10,DeMar DeRozan,SG,6-6,220,"August 7, 1989",us US,2,USC
3,Gary Forbes,SG,6-7,220,"February 25, 1985",pa PA,1,"Virginia, UMass"
34,Aaron Gray,C,7-0,270,"December 7, 1984",us US,4,Pitt
15,Amir Johnson,PF,6-9,240,"May 1, 1987",us US,6,
2,James Johnson,SF,6-7,240,"February 20, 1987",us US,2,Wake Forest
11,Linas Kleiza,SF,6-8,245,"January 3, 1985",lt LT,5,Missouri
21,Jamaal Magloire,C,6-11,259,"May 21, 1978",ca CA,11,Kentucky
18,Ben Uzoh,PG,6-3,205,"March 19, 1988",us US,1,Tulsa
