No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
34,Jason Collins,C,7-0,255,"December 2, 1978",us US,10,Stanford
25,Erick Dampier,C,6-11,265,"July 14, 1975",us US,15,Mississippi State
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,8,Detroit Mercy
6,Kirk Hinrich,SG,6-4,190,"January 2, 1981",us US,8,Kansas
15,Al Horford,C,6-9,240,"June 3, 1986",do DO,4,Florida
44,Ivan Johnson,PF,6-8,230,"April 10, 1984",us US,R,"Oregon, Cal State San Bernardino"
2,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,10,Arkansas
1,Tracy McGrady,SF,6-8,210,"May 24, 1979",us US,14,
27,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge GE,8,
7,Jannero Pargo,PG,6-1,175,"October 22, 1979",us US,7,Arkansas
77,Vladimir Radmanović,SF,6-10,227,"November 19, 1980",ba BA,10,
12,Donald Sloan,PG,6-3,205,"January 15, 1988",us US,R,Texas A&M
5,Josh Smith,PF,6-9,225,"December 5, 1985",us US,7,
42,Jerry Stackhouse,SF,6-6,218,"November 5, 1974",us US,16,UNC
0,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,2,Wake Forest
24,Marvin Williams,SF,6-8,237,"June 19, 1986",us US,6,UNC
