No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
3,Ömer Aşık,C,7-0,255,"July 4, 1986",tr TR,1,
5,Carlos Boozer,PF,6-9,258,"November 20, 1981",de DE,9,Duke
11,Ronnie Brewer,SG,6-7,220,"March 20, 1985",us US,5,Arkansas
21,Jimmy Butler,SG,6-7,230,"September 14, 1989",us US,R,Marquette
9,Luol Deng,SF,6-9,237,"April 16, 1985",ss SS,7,Duke
22,Taj Gibson,PF,6-9,232,"June 24, 1985",us US,2,USC
32,Richard Hamilton,SG,6-6,185,"February 14, 1978",us US,12,UConn
8,Mike James,PG,6-2,188,"June 23, 1975",us US,9,Duquesne
26,Kyle Korver,SG,6-7,212,"March 17, 1981",us US,8,Creighton
15,John Lucas III,PG,5-11,166,"November 21, 1982",us US,3,"Baylor, Oklahoma State"
13,Joakim Noah,C,6-11,230,"February 25, 1985",us US,4,Florida
1,Derrick Rose,PG,6-3,200,"October 4, 1988",us US,3,Memphis
24,Brian Scalabrine,PF,6-9,241,"March 18, 1978",us US,10,USC
7,C.J. Watson,PG,6-2,175,"April 17, 1984",us US,4,Tennessee
