No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
6,Andrew Bogut,C,7-0,260,"November 28, 1984",au AU,6,Utah
40,Jon Brockman,PF,6-7,255,"March 20, 1987",us US,2,Washington
10,Carlos Delfino,SF,6-6,230,"August 29, 1982",ar AR,6,
17,Mike Dunleavy,SF,6-9,230,"September 15, 1980",us US,9,Duke
11,Monta Ellis,SG,6-3,185,"October 26, 1985",us US,6,
0,Drew Gooden,C,6-10,250,"September 24, 1981",us US,9,Kansas
15,Tobias Harris,SF,6-8,226,"July 15, 1992",us US,R,Tennessee
11,Darington Hobson,SG,6-7,210,"September 29, 1987",us US,R,New Mexico
7,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,3,
5,Stephen Jackson,SF,6-8,218,"April 5, 1978",us US,11,Butler County Community College
3,Brandon Jennings,PG,6-1,170,"September 23, 1989",us US,2,
30,Jon Leuer,PF,6-10,228,"May 14, 1989",us US,R,Wisconsin
9,Shaun Livingston,SG,6-7,192,"September 11, 1985",us US,6,
12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",cm CM,3,UCLA
8,Larry Sanders,PF,6-11,235,"November 21, 1988",us US,1,VCU
13,Ekpe Udoh,C,6-10,245,"May 20, 1987",us US,1,"Michigan, Baylor"
19,Beno Udrih,SG,6-3,205,"July 5, 1982",si SI,7,
