No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
50,Joel Anthony,C,6-9,245,"August 9, 1982",ca CA,4,UNLV
31,Shane Battier,SF,6-8,220,"September 9, 1978",us US,10,Duke
1,Chris Bosh,PF,6-11,235,"March 24, 1984",us US,8,Georgia Tech
15,Mario Chalmers,PG,6-2,190,"May 19, 1986",us US,3,Kansas
30,Norris Cole,PG,6-2,175,"October 13, 1988",us US,R,Cleveland State University
34,Eddy Curry,C,7-0,295,"December 5, 1982",us US,9,
32,Mickell Gladness,PF,6-11,220,"July 26, 1986",us US,R,Alabama A&M University
14,Terrel Harris,SG,6-5,190,"August 10, 1987",us US,R,Oklahoma State
40,Udonis Haslem,PF,6-8,235,"June 9, 1980",us US,8,Florida
5,Juwan Howard,PF,6-9,240,"February 7, 1973",us US,17,Michigan
6,LeBron James,SF,6-9,250,"December 30, 1984",us US,8,
22,James Jones,SG,6-8,218,"October 4, 1980",us US,8,Miami (FL)
13,Mike Miller,SG,6-8,218,"February 19, 1980",us US,11,Florida
45,Dexter Pittman,C,6-11,308,"March 2, 1988",us US,1,Texas
21,Ronny Turiaf,C,6-10,249,"January 13, 1983",mq MQ,6,Gonzaga
3,Dwyane Wade,SG,6-4,220,"January 17, 1982",us US,8,Marquette
