No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
20,Ray Allen,SG,6-5,205,"July 20, 1975",us US,15,UConn
30,Brandon Bass,PF,6-8,250,"April 30, 1985",us US,6,LSU
0,Avery Bradley,PG,6-3,180,"November 26, 1990",us US,1,Texas
4,Marquis Daniels,SG,6-6,200,"January 7, 1981",us US,8,Auburn
51,Keyon Dooling,SG,6-3,196,"May 8, 1980",us US,11,Missouri
5,Kevin Garnett,C,6-11,240,"May 19, 1976",us US,16,
50,Ryan Hollins,C,7-0,240,"October 10, 1984",us US,5,UCLA
12,JaJuan Johnson,PF,6-10,221,"February 8, 1989",us US,R,Purdue
55,E'Twaun Moore,PG,6-3,191,"February 25, 1989",us US,R,Purdue
7,Jermaine O'Neal,C,6-11,226,"October 13, 1978",us US,15,
11,Sasha Pavlović,SF,6-8,220,"November 15, 1983",me ME,8,
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,13,Kansas
28,Mickaël Piétrus,SG,6-6,215,"February 7, 1982",gp GP,8,
9,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,5,Kentucky
54,Greg Stiemsma,C,6-11,260,"September 26, 1985",us US,R,Wisconsin
44,Chris Wilcox,C,6-10,221,"September 3, 1982",us US,9,Maryland
56,Sean Williams,C,6-10,235,"September 13, 1986",us US,3,Boston College
