No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
14,Charlie Bell,SG,6-3,200,"March 12, 1979",us US,R,Michigan State
26,Jud Buechler,SF,6-6,220,"June 19, 1968",us US,11,Arizona
11,Joe Crispin,PG,6-0,185,"July 18, 1979",us US,R,Penn State
15,Vinny Del Negro,PG,6-4,185,"August 9, 1966",us US,11,NC State
0,Tony Delk,SG,6-1,189,"January 28, 1974",us US,5,Kentucky
4,Alton Ford,PF,6-9,275,"May 29, 1981",us US,R,Houston
24,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us US,9,NC State
1,Anfernee Hardaway,SG,6-7,195,"July 18, 1971",us US,8,Memphis
2,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,R,Arkansas
9,Dan Majerle,SG,6-6,215,"September 9, 1965",us US,13,Central Michigan University
3,Stephon Marbury,PG,6-2,180,"February 20, 1977",us US,5,Georgia Tech
31,Shawn Marion,SF,6-7,220,"May 7, 1978",us US,2,"Vincennes University, UNLV"
45,Bo Outlaw,PF,6-8,210,"April 13, 1971",us US,8,"South Plains College, Houston"
10,Milt Palacio,SG,6-3,195,"February 7, 1978",us US,2,"Midland College, Colorado State"
54,Rodney Rogers,SF,6-7,235,"June 20, 1971",us US,8,Wake Forest
55,Daniel Santiago,C,7-1,256,"June 24, 1976",us US,1,"New Mexico, Saint Vincent College"
25,Jake Tsakalidis,C,7-2,285,"June 10, 1979",ge GE,1,
43,Jake Voskuhl,C,6-11,245,"November 1, 1977",us US,1,UConn
22,John Wallace,SF,6-8,225,"February 9, 1974",us US,5,Syracuse
