No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,John Amaechi,PF,6-10,270,"November 26, 1970",us US,3,"Vanderbilt, Penn State"
31,Jarron Collins,C,6-11,255,"December 2, 1978",us US,R,Stanford
25,John Crotty,PG,6-1,185,"July 15, 1969",us US,9,Virginia
47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",ru RU,R,
5,Rusty LaRue,PG,6-2,210,"December 10, 1973",us US,3,Wake Forest
20,Quincy Lewis,SG,6-7,215,"June 26, 1977",us US,2,Minnesota
32,Karl Malone,PF,6-9,250,"July 24, 1963",us US,16,Louisiana Tech
42,Donyell Marshall,SF,6-9,218,"May 18, 1973",us US,7,UConn
0,Greg Ostertag,C,7-2,280,"March 6, 1973",us US,6,Kansas
34,Scott Padgett,PF,6-9,240,"April 19, 1976",us US,2,Kentucky
3,Bryon Russell,SG,6-7,225,"December 31, 1970",us US,8,Cal State Long Beach
9,John Starks,SG,6-5,180,"August 10, 1965",us US,12,Oklahoma State
2,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us US,1,
12,John Stockton,PG,6-1,170,"March 26, 1962",us US,17,Gonzaga
