No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
35,Malik Allen,PF,6-10,255,"June 27, 1978",us US,R,Villanova
52,Ernest Brown,C,7-0,244,"May 17, 1979",us US,R,Indian Hills Community College
25,Anthony Carter,PG,6-1,190,"June 16, 1975",us US,2,Hawaii
3,LaPhonso Ellis,SF,6-8,240,"May 5, 1970",us US,9,Notre Dame
15,Chris Gatling,PF,6-10,220,"September 3, 1967",us US,10,Old Dominion
13,Kendall Gill,SG,6-5,195,"May 25, 1968",us US,11,Illinois
44,Brian Grant,PF,6-9,254,"March 5, 1972",us US,7,Xavier
8,Tang Hamilton,SF,6-8,220,"May 26, 1978",us US,R,Mississippi State
5,Eddie House,PG,6-1,180,"May 14, 1978",us US,1,Arizona State
24,Jim Jackson,SF,6-6,220,"October 14, 1970",us US,9,Ohio State
12,Mike James,PG,6-2,188,"June 23, 1975",us US,R,Duquesne
6,Eddie Jones,SG,6-6,190,"October 20, 1971",us US,7,Temple
4,Sam Mack,SF,6-7,220,"May 26, 1970",us US,6,"Iowa State, Tyler Junior College, Houston"
22,Sean Marks,C,6-10,250,"August 23, 1975",nz NZ,2,California
33,Alonzo Mourning,C,6-10,240,"February 8, 1970",us US,9,Georgetown
50,Vladimir Stepania,C,7-0,236,"May 8, 1976",ge GE,3,
1,Rod Strickland,PG,6-3,175,"July 11, 1966",us US,13,DePaul
