No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
5,William Avery,PG,6-2,197,"August 8, 1979",us US,2,Duke
4,Chauncey Billups,PG,6-3,202,"September 25, 1976",us US,4,Colorado
7,Terrell Brandon,PG,5-11,180,"May 20, 1970",us US,10,Oregon
1,Maurice Evans,SG,6-5,220,"November 8, 1978",us US,R,"Wichita State, Texas"
21,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,6,
22,Dean Garrett,C,6-10,225,"November 27, 1966",us US,5,Indiana
25,Marc Jackson,C,6-10,270,"January 16, 1975",us US,1,"VCU, Temple"
13,Felipe López,SG,6-5,199,"December 19, 1974",do DO,3,St. John's
42,Sam Mitchell,SF,6-6,210,"September 2, 1963",us US,12,Mercer University
8,Rasho Nesterović,C,7-0,248,"May 30, 1976",si SI,3,
14,Robert Pack,PG,6-2,180,"February 3, 1969",us US,10,USC
44,Anthony Peeler,SG,6-4,208,"November 25, 1969",us US,9,Missouri
32,Joe Smith,C,6-10,225,"July 26, 1975",us US,6,Maryland
10,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es ES,2,Miami University
20,Gary Trent,PF,6-8,250,"September 22, 1974",us US,6,Ohio University
3,Loren Woods,C,7-1,245,"June 21, 1978",us US,R,"Wake Forest, Arizona"
