No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
25,Nick Anderson,SG,6-6,205,"January 20, 1968",us US,12,Illinois
9,Isaac Austin,C,6-10,255,"August 18, 1969",us US,8,Arizona State
31,Shane Battier,SF,6-8,220,"September 9, 1978",us US,R,Duke
32,Rodney Buford,SG,6-5,189,"November 2, 1977",us US,2,Creighton
8,Michael Dickerson,SG,6-5,190,"June 25, 1975",us US,3,Arizona
21,Isaac Fontaine,SG,6-4,210,"April 16, 1975",us US,R,Washington State
6,Antonis Fotsis,PF,6-10,219,"April 1, 1981",gr GR,R,
16,Pau Gasol,PF,7-0,250,"July 6, 1980",es ES,R,
7,Eddie Gill,PG,6-0,190,"August 16, 1978",us US,1,Weber State
22,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,4,Stanford
43,Grant Long,PF,6-8,225,"March 12, 1966",us US,13,Eastern Michigan
44,Tony Massenburg,PF,6-9,220,"July 31, 1967",us US,9,Maryland
5,Elliot Perry,PG,6-0,150,"March 28, 1969",us US,9,Memphis
1,Will Solomon,SG,6-1,185,"July 20, 1978",us US,R,Clemson
4,Stromile Swift,PF,6-9,225,"November 21, 1979",us US,1,LSU
2,Jason Williams,PG,6-1,190,"November 18, 1975",us US,3,"Marshall, Florida"
42,Lorenzen Wright,C,6-11,225,"November 4, 1975",us US,5,Memphis
