No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
10,Tierre Brown,SG,6-2,189,"June 3, 1979",us US,R,McNeese State University
13,Kelvin Cato,C,6-11,255,"August 26, 1974",us US,4,"University of South Alabama, Iowa State"
52,Jason Collier,C,7-0,260,"September 8, 1977",us US,1,"Indiana, Georgia Tech"
3,Steve Francis,PG,6-3,195,"February 21, 1977",us US,2,Maryland
33,Eddie Griffin,PF,6-10,220,"May 30, 1982",us US,R,Seton Hall
14,Dan Langhi,SF,6-11,220,"November 28, 1977",us US,1,Vanderbilt
5,Cuttino Mobley,SG,6-4,190,"September 1, 1975",us US,3,Rhode Island
44,Terence Morris,SF,6-9,221,"January 11, 1979",us US,R,Maryland
12,Moochie Norris,PG,6-1,175,"July 27, 1973",us US,4,"Auburn, University of West Florida"
41,Glen Rice,SF,6-8,215,"May 28, 1967",us US,12,Michigan
21,Kenny Thomas,PF,6-7,261,"July 25, 1977",us US,2,New Mexico
18,Óscar Torres,SG,6-6,210,"December 18, 1976",ve VE,R,
42,Walt Williams,SF,6-8,219,"April 16, 1970",us US,9,Maryland
43,Kevin Willis,PF,7-0,220,"September 6, 1962",us US,16,Michigan State
