No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
0,Gilbert Arenas,PG,6-4,191,"January 6, 1982",us US,R,Arizona
10,Mookie Blaylock,PG,6-0,180,"March 20, 1967",us US,12,"Midland College, Oklahoma"
25,Erick Dampier,C,6-11,265,"July 14, 1975",us US,5,Mississippi State
21,Danny Fortson,PF,6-7,260,"March 27, 1976",us US,4,Cincinnati
31,Adonal Foyle,C,6-10,250,"March 9, 1975",vc VC,4,Colgate
22,Dean Garrett,C,6-10,225,"November 27, 1966",us US,5,Indiana
45,Cedric Henderson,SF,6-7,215,"March 11, 1975",us US,4,Memphis
20,Larry Hughes,SG,6-5,184,"January 23, 1979",us US,3,Saint Louis
44,Marc Jackson,C,6-10,270,"January 16, 1975",us US,1,"VCU, Temple"
33,Antawn Jamison,SF,6-9,223,"June 12, 1976",us US,3,UNC
34,Chris Mills,SF,6-6,215,"January 25, 1970",us US,8,"Kentucky, Arizona"
1,Troy Murphy,PF,6-11,245,"May 2, 1980",us US,R,Notre Dame
2,Dean Oliver,PG,5-11,180,"November 5, 1978",us US,R,Iowa
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,R,Michigan State
3,Bob Sura,PG,6-5,200,"March 25, 1973",us US,6,Florida State
