No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
12,Bruce Bowen,SF,6-7,185,"June 14, 1971",us US,5,Cal State Fullerton
2,Mark Bryant,PF,6-9,245,"April 25, 1965",us US,13,Seton Hall
33,Antonio Daniels,SG,6-4,195,"March 19, 1975",us US,4,Bowling Green
21,Tim Duncan,PF,6-11,250,"April 25, 1976",vi VI,4,Wake Forest
35,Danny Ferry,SF,6-10,230,"October 17, 1966",us US,11,Duke
1,Jason Hart,PG,6-3,185,"April 29, 1978",us US,1,Syracuse
3,Stephen Jackson,SF,6-8,218,"April 5, 1978",us US,1,Butler County Community College
15,Amal McCaskill,C,6-11,235,"October 28, 1973",us US,1,Marquette
9,Tony Parker,PG,6-2,185,"May 17, 1982",be BE,R,
18,Cherokee Parks,C,6-11,235,"October 11, 1972",us US,6,Duke
30,Terry Porter,PG,6-3,195,"April 8, 1963",us US,16,University of Wisconsin-Stevens Point
50,David Robinson,C,7-1,235,"August 6, 1965",us US,12,United States Naval Academy
31,Malik Rose,PF,6-7,250,"November 23, 1974",us US,5,Drexel
5,Charles Smith,SG,6-4,194,"August 22, 1975",us US,2,New Mexico
8,Steve Smith,SG,6-8,200,"March 31, 1969",us US,10,Michigan State
