No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
7,Kenny Anderson,PG,6-1,168,"October 9, 1970",us US,10,Georgia Tech
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,4,Texas Tech
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,1,Pitt
42,Kedrick Brown,SF,6-7,222,"March 18, 1981",us US,R,Okaloosa-Walton Community College
11,Randy Brown,PG,6-2,190,"May 22, 1968",us US,10,"Houston, New Mexico State"
28,Tony Delk,SG,6-1,189,"January 28, 1974",us US,5,Kentucky
40,Joseph Forte,SG,6-4,194,"March 23, 1981",us US,R,UNC
31,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,R,Arkansas
0,Walter McCarty,PF,6-10,230,"February 1, 1974",us US,5,Kentucky
9,Milt Palacio,PG,6-3,195,"February 7, 1978",us US,2,"Midland College, Colorado State"
34,Paul Pierce,SG,6-7,235,"October 13, 1977",us US,3,Kansas
52,Vitaly Potapenko,C,6-10,280,"March 21, 1975",ua UA,5,Wright State University
54,Rodney Rogers,SF,6-7,235,"June 20, 1971",us US,8,Wake Forest
20,Erick Strickland,PG,6-3,210,"November 25, 1973",us US,5,Nebraska
8,Antoine Walker,PF,6-9,224,"August 12, 1976",us US,5,Kentucky
55,Eric Williams,SF,6-8,220,"July 17, 1972",us US,6,"Vincennes University, Providence"
