No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
4,Courtney Alexander,SG,6-5,205,"April 27, 1977",us US,1,"Virginia, Fresno State"
5,Kwame Brown,PF,6-11,270,"March 10, 1982",us US,R,
24,Hubert Davis,SG,6-5,183,"May 17, 1970",us US,9,UNC
32,Richard Hamilton,SG,6-6,185,"February 14, 1978",us US,2,UConn
3,Brendan Haywood,C,7-0,268,"November 27, 1979",us US,R,UNC
54,Popeye Jones,PF,6-8,250,"June 17, 1970",us US,8,Murray State
23,Michael Jordan,SF,6-6,198,"February 17, 1963",us US,13,UNC
44,Christian Laettner,PF,6-11,235,"August 17, 1969",us US,9,Duke
10,Tyronn Lue,PG,6-0,175,"May 3, 1977",us US,3,Nebraska
8,Tyrone Nesby,SF,6-6,225,"January 31, 1976",us US,3,"Vincennes University, UNLV"
21,Bobby Simmons,SF,6-7,210,"June 2, 1980",us US,R,DePaul
36,Etan Thomas,C,6-9,256,"April 1, 1978",us US,R,Syracuse
55,Jahidi White,C,6-9,290,"February 19, 1976",us US,3,Georgetown
12,Chris Whitney,PG,6-0,168,"October 5, 1971",us US,8,Clemson
