No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
1,Derek Anderson,SG,6-5,194,"July 18, 1974",us US,4,"Ohio State, Kentucky"
12,Erick Barkley,PG,6-1,177,"February 21, 1978",us US,1,St. John's
44,Ruben Boumtje-Boumtje,C,7-0,257,"May 20, 1978",cm CM,R,Georgetown
9,Rick Brunson,PG,6-4,190,"June 14, 1972",us US,4,Temple
23,Mitchell Butler,SG,6-5,210,"December 15, 1970",us US,6,UCLA
34,Dale Davis,C,6-11,230,"March 25, 1969",us US,10,Clemson
14,Chris Dudley,C,6-11,235,"February 22, 1965",us US,14,Yale
40,Shawn Kemp,PF,6-10,230,"November 26, 1969",us US,12,"Trinity Valley CC, Kentucky"
25,Steve Kerr,PG,6-3,175,"September 27, 1965",lb LB,13,Arizona
21,Ruben Patterson,SF,6-5,224,"July 31, 1975",us US,3,Cincinnati
33,Scottie Pippen,SF,6-8,210,"September 25, 1965",us US,14,University of Central Arkansas
50,Zach Randolph,PF,6-9,250,"July 16, 1981",us US,R,Michigan State
3,Damon Stoudamire,PG,5-10,171,"September 3, 1973",us US,6,Arizona
30,Rasheed Wallace,PF,6-11,225,"September 17, 1974",us US,6,UNC
6,Bonzi Wells,SG,6-5,210,"September 28, 1976",us US,3,Ball State University
