No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
21,Carlos Arroyo,PG,6-2,202,"July 30, 1979",pr PR,R,Florida International University
5,Michael Bradley,PF,6-10,245,"April 18, 1979",us US,R,"Kentucky, Villanova"
15,Vince Carter,SG,6-6,220,"January 26, 1977",us US,3,UNC
1,Chris Childs,PG,6-3,195,"November 20, 1967",us US,7,Boise State
7,Keon Clark,C,6-11,220,"April 16, 1975",us US,3,UNLV
30,Dell Curry,SG,6-4,190,"June 25, 1964",us US,15,Virginia Tech
33,Antonio Davis,PF,6-9,215,"October 31, 1968",us US,8,Texas-El Paso
44,Derrick Dial,SG,6-4,184,"December 20, 1975",us US,2,Eastern Michigan
8,Jermaine Jackson,SG,6-4,204,"June 7, 1976",us US,1,Detroit Mercy
0,Eric Montross,C,7-0,270,"September 23, 1971",us US,7,UNC
35,Tracy Murray,SF,6-7,225,"July 25, 1971",us US,9,UCLA
32,Mamadou N'Diaye,C,7-0,255,"June 16, 1975",sn SN,1,Auburn
34,Hakeem Olajuwon,C,7-0,255,"January 21, 1963",ng NG,17,Houston
24,Morris Peterson,SF,6-7,218,"August 26, 1977",us US,1,Michigan State
4,Michael Stewart,C,6-10,230,"April 25, 1975",fr FR,4,California
20,Alvin Williams,PG,6-5,185,"August 6, 1974",us US,4,Villanova
13,Jerome Williams,PF,6-9,206,"May 10, 1973",us US,5,Georgetown
