No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
8,Kobe Bryant,SG,6-6,212,"August 23, 1978",us US,5,
11,Joe Crispin,PG,6-0,185,"July 18, 1979",us US,R,Penn State
2,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,5,Little Rock
17,Rick Fox,SF,6-7,230,"July 24, 1969",ca CA,10,UNC
3,Devean George,SF,6-8,220,"August 29, 1977",us US,2,Augsburg College
5,Robert Horry,PF,6-10,240,"August 25, 1970",us US,9,Alabama
10,Lindsey Hunter,PG,6-2,170,"December 3, 1970",us US,8,"Alcorn State, Jackson State University"
35,Mark Madsen,PF,6-9,240,"January 28, 1976",us US,1,Stanford
6,Jelani McCoy,C,6-10,245,"December 6, 1977",us US,3,UCLA
14,Stanislav Medvedenko,C,6-10,250,"April 4, 1979",ua UA,1,
34,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,9,LSU
12,Mike Penberthy,PG,6-3,185,"November 29, 1974",us US,1,Master's College
23,Mitch Richmond,SG,6-5,215,"June 30, 1965",us US,13,Kansas State
20,Brian Shaw,PG,6-6,190,"March 22, 1966",us US,12,"Saint Mary's, UC Santa Barbara"
52,Samaki Walker,PF,6-9,240,"February 25, 1976",us US,5,Louisville
