No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Tariq Abdul-Wahad,SG,6-6,223,"November 3, 1974",fr FR,4,"Michigan, San Jose State"
3,Charlie Bell,SG,6-3,200,"March 12, 1979",us US,R,Michigan State
44,Shawn Bradley,C,7-6,235,"March 22, 1972",de DE,8,BYU
21,Greg Buckner,SG,6-4,210,"September 16, 1976",us US,2,Clemson
42,Evan Eschmeyer,C,6-11,255,"May 30, 1975",us US,2,Northwestern
4,Michael Finley,SF,6-7,215,"March 6, 1973",us US,6,Wisconsin
7,Adrian Griffin,SG,6-5,217,"July 4, 1974",us US,2,Seton Hall
10,Tim Hardaway,PG,6-0,175,"September 1, 1966",us US,11,Texas-El Paso
1,Donnell Harvey,PF,6-8,220,"August 26, 1980",us US,1,Florida
5,Juwan Howard,PF,6-9,240,"February 7, 1973",us US,7,Michigan
5,Avery Johnson,PG,5-10,175,"March 25, 1965",us US,13,"Cameron University, Southern University and A&M College"
45,Raef LaFrentz,C,6-11,240,"May 29, 1976",us US,3,Kansas
6,Danny Manning,PF,6-10,230,"May 17, 1966",us US,13,Kansas
2,Darrick Martin,PG,5-11,170,"March 6, 1971",us US,7,UCLA
14,Eduardo Nájera,PF,6-8,240,"July 11, 1976",mx MX,1,Oklahoma
13,Steve Nash,PG,6-3,195,"February 7, 1974",za ZA,5,Santa Clara
2,Johnny Newman,SF,6-7,190,"November 28, 1963",us US,15,Richmond
41,Dirk Nowitzki,C,7-0,245,"June 19, 1978",de DE,3,
31,Nick Van Exel,SG,6-1,170,"November 27, 1971",us US,8,"Trinity Valley CC, Cincinnati"
16,Wang Zhizhi,C,7-0,255,"July 8, 1977",cn CN,1,
