No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
24,Jonathan Bender,SF,6-11,202,"January 30, 1981",us US,2,
4,Travis Best,PG,5-11,182,"July 12, 1972",us US,6,Georgia Tech
2,Jamison Brewer,SG,6-4,184,"November 19, 1980",us US,R,Auburn
27,Primož Brezec,C,7-2,252,"October 2, 1979",si SI,R,
44,Austin Croshere,PF,6-9,235,"May 1, 1975",us US,4,Providence
10,Jeff Foster,C,6-11,236,"January 16, 1977",us US,2,Texas State University
3,Al Harrington,PF,6-9,230,"February 17, 1980",us US,3,
5,Ron Mercer,SG,6-7,210,"May 18, 1976",us US,4,Kentucky
52,Brad Miller,C,6-11,244,"April 12, 1976",us US,3,Purdue
31,Reggie Miller,SG,6-7,185,"August 24, 1965",us US,14,UCLA
7,Jermaine O'Neal,PF,6-11,226,"October 13, 1978",us US,5,
12,Kevin Ollie,PG,6-4,195,"December 27, 1972",us US,4,UConn
21,Norm Richardson,SG,6-5,190,"July 24, 1979",us US,R,Hofstra
6,Carlos Rogers,C,6-11,220,"February 6, 1971",us US,7,"Little Rock, Tennessee State"
5,Jalen Rose,SF,6-8,210,"January 30, 1973",us US,7,Michigan
40,Bruno Šundov,C,7-2,220,"February 10, 1980",hr HR,3,
11,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",us US,R,Iowa State
15,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,2,St. John's
