No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
25,Nick Anderson,SG,6-6,205,"January 20, 1968",us US,11,Illinois
20,Jon Barry,SG,6-4,195,"July 25, 1969",us US,8,"University of the Pacific, Georgia Tech"
13,Doug Christie,SG,6-6,200,"May 9, 1970",us US,8,Pepperdine
21,Vlade Divac,C,7-1,243,"February 3, 1968",rs RS,11,
51,Lawrence Funderburke,PF,6-9,230,"December 15, 1970",us US,3,"Indiana, Ohio State"
24,Bobby Jackson,PG,6-1,185,"March 13, 1973",us US,3,Minnesota
0,Art Long,PF,6-9,250,"October 1, 1972",us US,R,Cincinnati
15,Darrick Martin,PG,5-11,170,"March 6, 1971",us US,6,UCLA
31,Scot Pollard,C,6-11,265,"February 12, 1975",us US,3,Kansas
55,Jabari Smith,C,6-11,250,"February 12, 1977",us US,R,LSU
16,Peja Stojaković,SF,6-10,229,"June 9, 1977",hr HR,2,
5,Hedo Türkoğlu,SF,6-10,220,"March 19, 1979",tr TR,R,
4,Chris Webber,PF,6-10,245,"March 1, 1973",us US,7,Michigan
55,Jason Williams,PG,6-1,190,"November 18, 1975",us US,2,"Marshall, Florida"
