No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
14,Muggsy Bogues,PG,5-3,136,"January 9, 1965",us US,13,Wake Forest
15,Vince Carter,SF,6-6,220,"January 26, 1977",us US,2,UNC
1,Chris Childs,PG,6-3,195,"November 20, 1967",us US,6,Boise State
7,Keon Clark,PF,6-11,220,"April 16, 1975",us US,2,UNLV
23,Tyrone Corbin,SF,6-6,210,"December 31, 1962",us US,15,DePaul
30,Dell Curry,SG,6-4,190,"June 25, 1964",us US,14,Virginia Tech
9,Kornél Dávid,SF,6-9,235,"October 22, 1971",hu HU,2,
33,Antonio Davis,C,6-9,215,"October 31, 1968",us US,7,Texas-El Paso
13,Mark Jackson,PG,6-1,180,"April 1, 1965",us US,13,St. John's
32,Garth Joseph,C,7-2,315,"August 8, 1973",dm DM,R,College of Saint Rose
0,Eric Montross,C,7-0,270,"September 23, 1971",us US,6,UNC
3,Tracy Murray,SF,6-7,225,"July 25, 1971",us US,8,UCLA
32,Mamadou N'Diaye,C,7-0,255,"June 16, 1975",sn SN,R,Auburn
34,Charles Oakley,PF,6-9,225,"December 18, 1963",us US,15,Virginia Union University
24,Morris Peterson,SG,6-7,218,"August 26, 1977",us US,R,Michigan State
4,Michael Stewart,C,6-10,230,"April 25, 1975",fr FR,3,California
20,Alvin Williams,SG,6-5,185,"August 6, 1974",us US,3,Villanova
13,Jerome Williams,PF,6-9,206,"May 10, 1973",us US,4,Georgetown
35,Corliss Williamson,SF,6-7,245,"December 4, 1973",us US,5,Arkansas
42,Kevin Willis,C,7-0,220,"September 6, 1962",us US,15,Michigan State
