No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
11,Earl Boykins,PG,5-5,135,"June 2, 1976",us US,2,Eastern Michigan
1,Keyon Dooling,PG,6-3,196,"May 8, 1980",us US,R,Missouri
25,Zendon Hamilton,C,6-11,250,"April 27, 1975",us US,R,St. John's
50,Corey Maggette,SF,6-6,218,"November 12, 1979",us US,1,Duke
5,Jeff McInnis,PG,6-4,190,"October 22, 1974",us US,3,UNC
21,Darius Miles,SF,6-9,210,"October 9, 1981",us US,R,
8,Tyrone Nesby,SG,6-6,225,"January 31, 1976",us US,2,"Vincennes University, UNLV"
7,Lamar Odom,PF,6-10,220,"November 6, 1979",us US,1,Rhode Island
34,Michael Olowokandi,C,7-0,269,"April 3, 1975",ng NG,2,University of the Pacific
44,Cherokee Parks,C,6-11,235,"October 11, 1972",us US,5,Duke
52,Eric Piatkowski,SG,6-7,215,"September 30, 1970",us US,6,Nebraska
3,Quentin Richardson,SG,6-6,223,"April 13, 1980",us US,R,DePaul
45,Sean Rooks,C,6-10,250,"September 9, 1969",us US,8,Arizona
32,Brian Skinner,PF,6-9,255,"May 19, 1976",us US,2,Baylor
30,Derek Strong,PF,6-8,220,"February 9, 1968",us US,9,Xavier
