No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
44,Dalibor Bagarić,C,7-1,255,"February 7, 1980",de DE,R,
25,Corey Benjamin,PG,6-6,200,"February 24, 1978",us US,2,Oregon State
42,Elton Brand,PF,6-9,275,"March 11, 1979",us US,1,Duke
1,Jamal Crawford,PG,6-5,185,"March 20, 1980",us US,R,Michigan
24,Bryce Drew,PG,6-2,185,"September 21, 1974",us US,2,Valparaiso
2,Khalid El-Amin,PG,5-10,200,"April 25, 1979",us US,R,UConn
21,Marcus Fizer,PF,6-9,262,"August 10, 1978",us US,R,Iowa State
30,Steve Goodrich,PF,6-10,220,"March 18, 1976",us US,R,Princeton
11,A.J. Guyton,PG,6-1,180,"February 12, 1978",us US,R,Indiana
20,Fred Hoiberg,SG,6-4,203,"October 15, 1972",us US,5,Iowa State
5,Ron Mercer,SG,6-7,210,"May 18, 1976",us US,3,Kentucky
40,Brad Miller,C,6-11,244,"April 12, 1976",us US,2,Purdue
51,Michael Ruffin,PF,6-9,246,"January 21, 1977",us US,1,Tulsa
12,Dragan Tarlać,C,6-10,260,"May 9, 1973",rs RS,R,
43,Jake Voskuhl,C,6-11,245,"November 1, 1977",us US,R,UConn
15,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,1,St. John's
