No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
2,Cory Alexander,PG,6-1,185,"June 22, 1973",us US,5,Virginia
13,John Amaechi,C,6-10,270,"November 26, 1970",us US,2,"Vanderbilt, Penn State"
10,Darrell Armstrong,PG,6-0,170,"June 22, 1968",us US,6,Fayetteville State University
7,Dee Brown,PG,6-1,160,"November 29, 1968",us US,10,Jacksonville University
55,Andrew DeClercq,C,6-10,230,"February 1, 1973",us US,5,Florida
51,Michael Doleac,C,6-11,262,"June 15, 1977",us US,2,Utah
8,Pat Garrity,SF,6-9,238,"August 23, 1976",us US,2,Notre Dame
33,Grant Hill,SF,6-8,225,"October 5, 1972",us US,6,Duke
11,Troy Hudson,PG,6-1,170,"March 13, 1976",us US,3,"Missouri, Southern Illinois"
1,Tracy McGrady,SG,6-8,210,"May 24, 1979",us US,3,
50,Mike Miller,SF,6-8,218,"February 19, 1980",us US,R,Florida
45,Bo Outlaw,PF,6-8,210,"April 13, 1971",us US,7,"South Plains College, Houston"
2,Elliot Perry,PG,6-0,150,"March 28, 1969",us US,8,Memphis
52,Don Reid,PF,6-8,250,"December 30, 1973",us US,5,Georgetown
26,James Robinson,PG,6-2,180,"August 31, 1970",us US,6,Alabama
3,Monty Williams,SF,6-8,225,"October 8, 1971",us US,6,Notre Dame
